"Channel ID","Channel Label","Well ID","Well Label","Compound ID","Compound Name","Experiment","Dose [pM]","Dose Label","Spike Count","Spike Rate [Hz]","Burst Count","Mean Burst Duration [µs]","Mean Burst Spike Count","Mean Burst Spike Rate [Hz]","Percentage Spikes in Burst","Mean Interburst Interval [µs]","Active Channel","Network Burst Count","Mean Network Burst Duration [µs]","Mean Network Burst Spike Count","Mean Network Burst Spike Rate [Hz]","Percentage Spikes in Network Burst","Mean Network Interburst Interval [µs]"
"80","42","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",762,12.7,4,891587.5,169.5,190.088,88.976,10672692.857,True,4,970400,1704.5,146.622,90.581,12404833.333
"80","42","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4377,14.59,30,681346.667,131,170.141,89.788,8925694.068,True,24,960225,1681.542,146.166,91.355,11362217.391
"80","42","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",15051,50.17,122,551127.049,121.066,216.638,98.133,1923648.347,True,121,651423.554,1265.512,161.879,98.584,1843143.333
"74","13","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",869,14.483,5,729510,143.4,171.487,82.509,10654814.286,True,4,970400,1704.5,146.622,90.581,12404833.333
"74","13","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4993,16.643,26,795100,163.462,196.799,85.119,10759300,True,24,960225,1681.542,146.166,91.355,11362217.391
"74","13","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",16523,55.077,121,595447.934,134.736,224.362,98.669,1899585,False,121,651423.554,1265.512,161.879,98.584,1843143.333
"73","23","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",887,14.783,4,916675,190.25,207.736,85.795,12421750,True,4,970400,1704.5,146.622,90.581,12404833.333
"73","23","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",5192,17.307,26,795525,174.231,210.465,87.25,10756800,True,24,960225,1681.542,146.166,91.355,11362217.391
"73","23","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",17433,58.11,125,608922.4,136.784,219.119,98.078,1805485.484,True,121,651423.554,1265.512,161.879,98.584,1843143.333
"82","33","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",715,11.917,5,698910,123.4,155.654,86.294,10685950,True,4,970400,1704.5,146.622,90.581,12404833.333
"82","33","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4181,13.937,25,781570,143.8,180.734,85.984,11232846.809,True,24,960225,1681.542,146.166,91.355,11362217.391
"82","33","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",13142,43.807,120,537772.917,106.45,196.604,97.2,1978680.672,False,121,651423.554,1265.512,161.879,98.584,1843143.333
"81","43","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",925,15.417,4,929587.5,203.25,218.318,87.892,12416825,True,4,970400,1704.5,146.622,90.581,12404833.333
"81","43","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",5310,17.7,24,922341.667,198.708,214.823,89.812,11126363.83,True,24,960225,1681.542,146.166,91.355,11362217.391
"81","43","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",17333,57.777,125,574574.8,136.016,231.046,98.09,1840135.081,True,121,651423.554,1265.512,161.879,98.584,1843143.333
"72","24","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",84,1.4,4,131525,18,131.122,85.714,12482930,False,4,970400,1704.5,146.622,90.581,12404833.333
"72","24","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",447,1.49,24,123641.667,15.833,122.5,85.011,12483676.667,False,24,960225,1681.542,146.166,91.355,11362217.391
"72","24","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",800,2.667,8,73025,6.125,70.319,6.125,31526385.714,False,121,651423.554,1265.512,161.879,98.584,1843143.333
"83","34","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",725,12.083,5,694900,135.6,171.572,93.517,10740228.571,True,4,970400,1704.5,146.622,90.581,12404833.333
"83","34","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4370,14.567,26,781396.154,158.769,194.032,94.462,10994169.792,True,24,960225,1681.542,146.166,91.355,11362217.391
"83","34","3","A4","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",16925,56.417,121,565532.645,138.116,241.836,98.742,1929728.75,True,121,651423.554,1265.512,161.879,98.584,1843143.333
"101","21","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",530,8.833,6,444291.667,73.667,150.311,83.396,10561661.111,False,5,954200,1654.4,144.711,89.1,11451112.5
"101","21","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",2772,9.24,36,377281.944,64.083,159.81,83.225,8417784.615,False,26,984357.692,1669.577,141.872,89.703,10508930
"101","21","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",10462,34.873,108,490419.907,94.167,187.748,97.209,2298916.822,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"102","31","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",741,12.35,5,740090,138.6,186.879,93.522,11666231.25,True,5,954200,1654.4,144.711,89.1,11451112.5
"102","31","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3860,12.867,34,570810.294,107.324,166.729,94.534,9089326.271,True,26,984357.692,1669.577,141.872,89.703,10508930
"102","31","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",13888,46.293,105,597960.952,129.162,215.104,97.653,2271327.885,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"99","12","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",1254,20.9,6,795850,163.333,184.324,78.15,10199805.556,True,5,954200,1654.4,144.711,89.1,11451112.5
"99","12","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",6207,20.69,30,850390,171.067,186.748,82.681,9385628.571,True,26,984357.692,1669.577,141.872,89.703,10508930
"99","12","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",16911,56.37,105,657068.095,158.629,240.167,98.492,2212806.25,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"100","22","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",1008,16.8,5,857770,174.6,203.229,86.607,11543300,True,5,954200,1654.4,144.711,89.1,11451112.5
"100","22","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",5619,18.73,28,802110.714,164.214,195.005,81.83,10218657.692,True,26,984357.692,1669.577,141.872,89.703,10508930
"100","22","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",16857,56.19,105,658701.429,158.19,239.137,98.535,2210863.462,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"103","32","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",309,5.15,8,201056.25,33.25,155.565,86.084,7422550,True,5,954200,1654.4,144.711,89.1,11451112.5
"103","32","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",1672,5.573,46,178490.217,31.348,154.73,86.244,7538661.486,True,26,984357.692,1669.577,141.872,89.703,10508930
"103","32","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",9538,31.793,105,453996.19,89.21,194.566,98.207,2416357.212,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"104","42","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",725,12.083,7,511914.286,89,147.083,85.931,9332875,True,5,954200,1654.4,144.711,89.1,11451112.5
"104","42","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3725,12.417,36,482963.889,86.556,157.041,83.651,8971306.667,True,26,984357.692,1669.577,141.872,89.703,10508930
"104","42","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12676,42.253,106,542538.208,115.566,210.961,96.639,2299653.81,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"98","13","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",780,13,7,557114.286,98.429,156.986,88.333,9235625,False,5,954200,1654.4,144.711,89.1,11451112.5
"98","13","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4063,13.543,32,648753.125,114.563,158.474,90.229,8996823.729,False,26,984357.692,1669.577,141.872,89.703,10508930
"98","13","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12364,41.213,108,532704.63,111.546,204.62,97.436,2256662.15,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"97","23","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",631,10.517,6,537733.333,92.167,156.556,87.639,9436840,False,5,954200,1654.4,144.711,89.1,11451112.5
"97","23","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3310,11.033,35,477377.143,84.286,152.641,89.124,8761296.774,False,26,984357.692,1669.577,141.872,89.703,10508930
"97","23","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12004,40.013,109,505800,107.45,206.282,97.567,2258042.593,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"106","33","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",966,16.1,6,750075,143.667,170.786,89.234,9189730,True,5,954200,1654.4,144.711,89.1,11451112.5
"106","33","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4977,16.59,28,778582.143,158.036,193.118,88.909,9874831.481,True,26,984357.692,1669.577,141.872,89.703,10508930
"106","33","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",15210,50.7,105,618263.333,143.21,230.498,98.863,2251132.692,True,105,682839.524,1498.476,183.119,98.986,2186801.923
"105","43","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",867,14.45,6,699050,124,159.739,85.813,9279775,False,5,954200,1654.4,144.711,89.1,11451112.5
"105","43","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4429,14.763,32,653003.125,119.938,164.837,86.656,9543574.107,True,26,984357.692,1669.577,141.872,89.703,10508930
"105","43","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",14269,47.563,105,599368.095,133.295,221.36,98.087,2269881.731,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"96","24","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",753,12.55,6,614258.333,117.5,173.739,93.625,10392377.778,False,5,954200,1654.4,144.711,89.1,11451112.5
"96","24","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4002,13.34,32,582035.938,114.563,175.818,91.604,9629211.607,False,26,984357.692,1669.577,141.872,89.703,10508930
"96","24","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",13167,43.89,105,574879.048,123.267,213.412,98.299,2294667.308,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"107","34","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",720,12,8,483231.25,80.375,134.045,89.306,8408122.727,True,5,954200,1654.4,144.711,89.1,11451112.5
"107","34","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3756,12.52,33,588475.758,102.091,155.375,89.696,9344436.842,True,26,984357.692,1669.577,141.872,89.703,10508930
"107","34","4","A5","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",11605,38.683,106,533476.415,107.085,198.997,97.811,2308806.19,False,105,682839.524,1498.476,183.119,98.986,2186801.923
"125","21","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",573,9.55,9,377894.444,56.222,137.338,88.307,5923209.375,False,7,809000,1316.571,136.316,94.32,7531608.333
"125","21","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",2611,8.703,42,372433.333,55.786,146.173,89.736,6842810.976,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"125","21","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",9347,31.157,106,464456.132,86.34,184.325,97.914,2350754.762,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"126","31","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",690,11.5,7,582650,92.714,157.894,94.058,7735370.833,False,7,809000,1316.571,136.316,94.32,7531608.333
"126","31","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3231,10.77,37,503720.27,82.432,155.471,94.398,8135927.206,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"126","31","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",11137,37.123,107,499591.589,101.523,200.43,97.54,2288521.698,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"123","12","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",353,5.883,9,219183.333,33.111,147.093,84.419,6901439.286,False,7,809000,1316.571,136.316,94.32,7531608.333
"123","12","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",1623,5.41,48,180345.833,28.063,143.698,82.994,6990160.976,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"123","12","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",4387,14.623,127,275455.118,31.252,111.936,90.472,2071132.937,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"124","22","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",770,12.833,8,527556.25,88.5,157.269,91.948,7101526.923,False,7,809000,1316.571,136.316,94.32,7531608.333
"124","22","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3571,11.903,36,575493.056,91.417,152.698,92.159,8060044.118,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"124","22","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",10505,35.017,108,472542.13,95.019,197.583,97.687,2290157.944,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"127","32","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",872,14.533,7,678778.571,120.286,176.165,96.56,7669308.333,True,7,809000,1316.571,136.316,94.32,7531608.333
"127","32","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4100,13.667,34,630755.882,114.088,178.848,94.61,8282546.97,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"127","32","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12523,41.743,108,524407.407,112.954,212.157,97.413,2238056.075,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"128","42","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",1004,16.733,7,754885.714,136.429,179.588,95.12,7564108.333,True,7,809000,1316.571,136.316,94.32,7531608.333
"128","42","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4642,15.473,36,661818.056,123.583,177.53,95.842,8089664.179,True,33,809616.667,1308.121,135.076,94.437,8402348.438
"128","42","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",13099,43.663,106,536360.849,120.84,224.27,97.786,2278056.667,True,106,596949.057,1246.274,174.372,98.724,2217694.286
"122","13","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",1170,19.5,8,675250,136.375,186.871,93.248,6957126.923,True,7,809000,1316.571,136.316,94.32,7531608.333
"122","13","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",5532,18.44,38,704671.053,137.132,183.064,94.197,7247529.73,True,33,809616.667,1308.121,135.076,94.437,8402348.438
"122","13","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",14846,49.487,110,555165.909,132.391,232.276,98.094,2156618.807,True,106,596949.057,1246.274,174.372,98.724,2217694.286
"121","23","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",829,13.817,7,622942.857,109.714,175.454,92.642,7710087.5,False,7,809000,1316.571,136.316,94.32,7531608.333
"121","23","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3857,12.857,39,514455.128,92.974,166.154,94.011,7866249.286,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"121","23","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12395,41.317,107,520421.963,113.822,216.329,98.257,2267380.189,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"130","33","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",957,15.95,8,611425,111.75,168.378,93.417,7042642.308,True,7,809000,1316.571,136.316,94.32,7531608.333
"130","33","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4577,15.257,40,597308.75,109,164.749,95.259,7537488.194,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"130","33","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12874,42.913,112,506591.964,112.902,214.833,98.221,2156079.73,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"129","43","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",896,14.933,7,649057.143,118.143,181.023,92.299,7685137.5,True,7,809000,1316.571,136.316,94.32,7531608.333
"129","43","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",4306,14.353,36,573868.056,105.861,175.177,88.504,8076038.971,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"129","43","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",12577,41.923,108,529620.37,114.463,213.067,98.291,2232109.813,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"120","24","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",865,14.417,10,454830,70,130.009,80.925,6054493.333,False,7,809000,1316.571,136.316,94.32,7531608.333
"120","24","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3972,13.24,41,522703.659,79.244,137.508,81.798,7403290.411,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"120","24","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",10046,33.487,107,466670.561,91.299,192.978,97.243,2321444.811,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"131","34","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","0","Control",792,13.2,7,577064.286,99.714,173.474,88.131,7761908.333,False,7,809000,1316.571,136.316,94.32,7531608.333
"131","34","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Drug 2",3689,12.297,41,490853.659,82.268,152.832,91.434,7652502.083,False,33,809616.667,1308.121,135.076,94.437,8402348.438
"131","34","5","A6","0.1% DMSO","","0.1__DMSO_3659_A17_Drug_2_190321","","Convulsant",10077,33.59,107,469236.916,92.327,194.401,98.035,2319519.811,False,106,596949.057,1246.274,174.372,98.724,2217694.286
"89","21","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",549,9.15,5,511630,102.8,179.698,93.625,9171735.714,True,4,836700,1689.5,168.443,94.228,10499483.333
"89","21","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3445,11.483,26,646967.308,125.423,184.714,94.659,11219025,True,24,838250,1723.125,171.54,94.398,11565269.565
"89","21","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14206,47.353,133,496938.722,104.346,206.473,97.691,1762057.197,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"90","31","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",608,10.133,4,755637.5,147,193.913,96.711,10593500,True,4,836700,1689.5,168.443,94.228,10499483.333
"90","31","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3678,12.26,30,589950,118.633,181.311,96.765,10146904.717,True,24,838250,1723.125,171.54,94.398,11565269.565
"90","31","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14528,48.427,133,495859.023,107.729,213.604,98.623,1762872.727,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"87","12","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",696,11.6,5,621920,137,192.707,98.42,9043792.857,True,4,836700,1689.5,168.443,94.228,10499483.333
"87","12","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4348,14.493,25,744352,168.72,219.822,97.01,11381943.617,True,24,838250,1723.125,171.54,94.398,11565269.565
"87","12","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",17905,59.683,132,542190.152,133.348,243.698,98.308,1733509.542,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"88","22","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",521,8.683,6,418983.333,79.5,162.844,91.555,8024343.75,True,4,836700,1689.5,168.443,94.228,10499483.333
"88","22","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3082,10.273,27,576414.815,106.148,175.047,92.992,10801241,True,24,838250,1723.125,171.54,94.398,11565269.565
"88","22","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",12507,41.69,136,464878.676,88.397,184.096,96.122,1743638.148,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"91","32","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",665,11.083,4,749562.5,159.5,212.339,95.94,10598275,True,4,836700,1689.5,168.443,94.228,10499483.333
"91","32","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4072,13.573,24,751706.25,162.167,215.286,95.58,11377192.553,True,24,838250,1723.125,171.54,94.398,11565269.565
"91","32","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",17151,57.17,132,541432.955,125.909,230.201,96.904,1734329.771,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"92","42","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",650,10.833,4,732975,151.5,205.531,93.231,10597383.333,True,4,836700,1689.5,168.443,94.228,10499483.333
"92","42","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",4095,13.65,26,688407.692,145.077,200.045,92.112,11179590.625,True,24,838250,1723.125,171.54,94.398,11565269.565
"92","42","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",16201,54.003,134,525498.507,119.142,222.929,98.543,1716148.872,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"86","13","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",586,9.767,5,553460,107.6,180.869,91.809,9151707.143,True,4,836700,1689.5,168.443,94.228,10499483.333
"86","13","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3580,11.933,26,658446.154,128.115,190.431,93.045,10955516.327,True,24,838250,1723.125,171.54,94.398,11565269.565
"86","13","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14615,48.717,134,486965.672,107.157,216.165,98.248,1744824.812,True,132,581655.682,1301.788,185.55,98.287,1693964.885
"85","23","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",634,10.567,5,619310,119.2,180.874,94.006,9057278.571,True,4,836700,1689.5,168.443,94.228,10499483.333
"85","23","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3834,12.78,26,710359.615,139.769,187.561,94.784,10902318.367,True,24,838250,1723.125,171.54,94.398,11565269.565
"85","23","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14104,47.013,137,489052.92,100.73,199.816,97.845,1693554.044,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"94","33","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",548,9.133,5,513160,103.8,177.84,94.708,9124107.143,True,4,836700,1689.5,168.443,94.228,10499483.333
"94","33","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3400,11.333,26,618421.154,123.885,195.361,94.735,11225811.458,True,24,838250,1723.125,171.54,94.398,11565269.565
"94","33","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14526,48.42,135,501254.444,106.296,207.381,98.788,1723805.97,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"93","43","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",399,6.65,4,530087.5,81.75,154.03,81.955,10818183.333,False,4,836700,1689.5,168.443,94.228,10499483.333
"93","43","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",2399,7.997,32,409285.938,63.438,139.263,84.619,9573254.386,False,24,838250,1723.125,171.54,94.398,11565269.565
"93","43","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",7464,24.88,142,369893.662,49.331,127.88,93.85,1735698.582,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"84","24","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",555,9.25,5,538920,104.6,182.379,94.234,7119850,True,4,836700,1689.5,168.443,94.228,10499483.333
"84","24","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Drug 2",3318,11.06,27,596707.407,114.963,185.128,93.55,10356849.038,True,24,838250,1723.125,171.54,94.398,11565269.565
"84","24","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","","Convulsant",14917,49.723,132,535963.636,110.348,203.281,97.647,1729565.649,False,132,581655.682,1301.788,185.55,98.287,1693964.885
"95","34","9","B4","0.33%DMSO","","0.33_DMSO_3659_A17_Drug_2_190321","0","Control",761,12.683,4,775537.5,160.25,205.657,84.231,10531050,True,4,836700,1689.5,168.443,94.228,10499483.333
